symbol,security,esgScores
USB,U.S. Bank,"{'maxAge': 86400, 'totalEsg': {'raw': 30.05, 'fmt': '30.0'}, 'environmentScore': {'raw': 1.71, 'fmt': '1.7'}, 'socialScore': {'raw': 15.85, 'fmt': '15.9'}, 'governanceScore': {'raw': 12.49, 'fmt': '12.5'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 172, 'esgPerformance': 'OUT_PERF', 'peerGroup': 'Banks', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 11.06, 'avg': 24.496744186046502, 'max': 44.12}, 'peerGovernancePerformance': {'min': 5.78, 'avg': 11.514666666666669, 'max': 19.55}, 'peerSocialPerformance': {'min': 3.82, 'avg': 10.846727272727275, 'max': 21.64}, 'peerEnvironmentPerformance': {'min': 0.14, 'avg': 1.6380606060606056, 'max': 3.5}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.1627906976744184, 'max': 5.0}, 'percentile': {'raw': 63.72, 'fmt': '64'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
UDR,"UDR, Inc.","{'maxAge': 86400, 'totalEsg': {'raw': 12.36, 'fmt': '12.4'}, 'environmentScore': {'raw': 3.15, 'fmt': '3.2'}, 'socialScore': {'raw': 4.0, 'fmt': '4.0'}, 'governanceScore': {'raw': 5.21, 'fmt': '5.2'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 94, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Real Estate', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 4.67, 'avg': 13.967127659574471, 'max': 29.55}, 'peerGovernancePerformance': {'min': 3.16, 'avg': 6.095164835164835, 'max': 14.37}, 'peerSocialPerformance': {'min': 0.82, 'avg': 4.183186813186812, 'max': 10.15}, 'peerEnvironmentPerformance': {'min': 0.05, 'avg': 3.6408791208791222, 'max': 8.28}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 0.574468085106383, 'max': 4.0}, 'percentile': {'raw': 5.15, 'fmt': '5'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
ULTA,Ulta Beauty,"{'maxAge': 86400, 'totalEsg': {'raw': 15.33, 'fmt': '15.3'}, 'environmentScore': {'raw': 3.83, 'fmt': '3.8'}, 'socialScore': {'raw': 7.2, 'fmt': '7.2'}, 'governanceScore': {'raw': 4.29, 'fmt': '4.3'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 44, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Retailing', 'relatedControversy': ['Operations Incidents'], 'peerEsgScorePerformance': {'min': 10.11, 'avg': 16.23431818181819, 'max': 26.3}, 'peerGovernancePerformance': {'min': 2.73, 'avg': 5.318684210526316, 'max': 8.63}, 'peerSocialPerformance': {'min': 3.95, 'avg': 7.7281578947368414, 'max': 12.97}, 'peerEnvironmentPerformance': {'min': 0.07, 'avg': 2.8942105263157902, 'max': 7.68}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.8636363636363635, 'max': 3.0}, 'percentile': {'raw': 11.13, 'fmt': '11'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
UNP,Union Pacific Corporation,"{'maxAge': 86400, 'totalEsg': {'raw': 25.26, 'fmt': '25.3'}, 'environmentScore': {'raw': 9.43, 'fmt': '9.4'}, 'socialScore': {'raw': 12.14, 'fmt': '12.1'}, 'governanceScore': {'raw': 3.69, 'fmt': '3.7'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 45, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Transportation', 'relatedControversy': ['Operations Incidents', 'Employee Incidents', 'Social Supply Chain Incidents', 'Customer Incidents', 'Public Policy Incidents'], 'peerEsgScorePerformance': {'min': 12.74, 'avg': 24.086222222222226, 'max': 33.89}, 'peerGovernancePerformance': {'min': 2.45, 'avg': 5.282857142857141, 'max': 7.21}, 'peerSocialPerformance': {'min': 3.36, 'avg': 10.261190476190476, 'max': 14.89}, 'peerEnvironmentPerformance': {'min': 3.0, 'avg': 8.280238095238094, 'max': 12.86}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6, 'max': 3.0}, 'percentile': {'raw': 45.1, 'fmt': '45'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
UAL,United Airlines Holdings,"{'maxAge': 86400, 'totalEsg': {'raw': 28.81, 'fmt': '28.8'}, 'environmentScore': {'raw': 10.9, 'fmt': '10.9'}, 'socialScore': {'raw': 12.95, 'fmt': '12.9'}, 'governanceScore': {'raw': 4.96, 'fmt': '5.0'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 33, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Transportation', 'relatedControversy': ['Employee Incidents', 'Customer Incidents'], 'peerEsgScorePerformance': {'min': 12.74, 'avg': 24.48575757575758, 'max': 33.91}, 'peerGovernancePerformance': {'min': 2.85, 'avg': 5.410666666666668, 'max': 7.3}, 'peerSocialPerformance': {'min': 3.36, 'avg': 10.493000000000002, 'max': 16.59}, 'peerEnvironmentPerformance': {'min': 3.0, 'avg': 8.286, 'max': 12.86}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.5151515151515151, 'max': 3.0}, 'percentile': {'raw': 60.3, 'fmt': '60'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
UPS,United Parcel Service,"{'maxAge': 86400, 'totalEsg': {'raw': 19.5, 'fmt': '19.5'}, 'environmentScore': {'raw': 4.58, 'fmt': '4.6'}, 'socialScore': {'raw': 9.55, 'fmt': '9.6'}, 'governanceScore': {'raw': 5.38, 'fmt': '5.4'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 45, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Transportation', 'relatedControversy': ['Employee Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 12.74, 'avg': 24.086222222222226, 'max': 33.89}, 'peerGovernancePerformance': {'min': 2.45, 'avg': 5.282857142857141, 'max': 7.21}, 'peerSocialPerformance': {'min': 3.36, 'avg': 10.261190476190476, 'max': 14.89}, 'peerEnvironmentPerformance': {'min': 3.0, 'avg': 8.280238095238094, 'max': 12.86}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6, 'max': 3.0}, 'percentile': {'raw': 23.87, 'fmt': '24'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
URI,United Rentals,"{'maxAge': 86400, 'totalEsg': {'raw': 18.45, 'fmt': '18.5'}, 'environmentScore': {'raw': 5.89, 'fmt': '5.9'}, 'socialScore': {'raw': 6.57, 'fmt': '6.6'}, 'governanceScore': {'raw': 5.99, 'fmt': '6.0'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 15, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Traders & Distributors', 'relatedControversy': ['Environmental Supply Chain Incidents', 'Employee Incidents', 'Customer Incidents'], 'peerEsgScorePerformance': {'min': 14.6, 'avg': 20.687333333333335, 'max': 27.08}, 'peerGovernancePerformance': {'min': 4.62, 'avg': 6.569333333333332, 'max': 8.38}, 'peerSocialPerformance': {'min': 5.47, 'avg': 7.172000000000001, 'max': 8.89}, 'peerEnvironmentPerformance': {'min': 3.39, 'avg': 6.949999999999999, 'max': 11.1}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.1333333333333333, 'max': 2.0}, 'percentile': {'raw': 20.56, 'fmt': '21'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
UNH,UnitedHealth Group,"{'maxAge': 86400, 'totalEsg': {'raw': 17.54, 'fmt': '17.5'}, 'environmentScore': {'raw': 0.03, 'fmt': '0.0'}, 'socialScore': {'raw': 11.62, 'fmt': '11.6'}, 'governanceScore': {'raw': 5.89, 'fmt': '5.9'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 58, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Healthcare', 'relatedControversy': ['Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 11.48, 'avg': 22.091551724137947, 'max': 32.9}, 'peerGovernancePerformance': {'min': 4.86, 'avg': 7.739824561403507, 'max': 10.84}, 'peerSocialPerformance': {'min': 5.59, 'avg': 12.085087719298242, 'max': 20.68}, 'peerEnvironmentPerformance': {'min': 0.01, 'avg': 2.2440350877192983, 'max': 5.39}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.9310344827586208, 'max': 4.0}, 'percentile': {'raw': 17.38, 'fmt': '17'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': True, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
UHS,Universal Health Services,"{'maxAge': 86400, 'totalEsg': {'raw': 32.98, 'fmt': '33.0'}, 'environmentScore': {'raw': 3.7, 'fmt': '3.7'}, 'socialScore': {'raw': 20.68, 'fmt': '20.7'}, 'governanceScore': {'raw': 8.6, 'fmt': '8.6'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 3.0, 'peerCount': 37, 'esgPerformance': 'OUT_PERF', 'peerGroup': 'Healthcare', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 12.12, 'avg': 22.57351351351351, 'max': 34.71}, 'peerGovernancePerformance': {'min': 5.16, 'avg': 7.776944444444447, 'max': 10.63}, 'peerSocialPerformance': {'min': 5.59, 'avg': 12.131111111111114, 'max': 21.44}, 'peerEnvironmentPerformance': {'min': 0.07, 'avg': 2.641666666666666, 'max': 5.39}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6486486486486487, 'max': 4.0}, 'percentile': {'raw': 74.79, 'fmt': '75'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': True, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
VLO,Valero Energy,"{'maxAge': 86400, 'totalEsg': {'raw': 30.05, 'fmt': '30.0'}, 'environmentScore': {'raw': 18.18, 'fmt': '18.2'}, 'socialScore': {'raw': 7.23, 'fmt': '7.2'}, 'governanceScore': {'raw': 4.65, 'fmt': '4.7'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 38, 'esgPerformance': 'OUT_PERF', 'peerGroup': 'Refiners & Pipelines', 'relatedControversy': ['Operations Incidents', 'Environmental Supply Chain Incidents', 'Employee Incidents'], 'peerEsgScorePerformance': {'min': 18.5, 'avg': 29.332894736842103, 'max': 49.15}, 'peerGovernancePerformance': {'min': 3.08, 'avg': 4.919428571428571, 'max': 7.29}, 'peerSocialPerformance': {'min': 4.84, 'avg': 8.42885714285714, 'max': 15.07}, 'peerEnvironmentPerformance': {'min': 7.75, 'avg': 14.472000000000003, 'max': 24.71}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.8421052631578947, 'max': 5.0}, 'percentile': {'raw': 63.68, 'fmt': '64'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
VTR,Ventas,"{'maxAge': 86400, 'totalEsg': {'raw': 12.75, 'fmt': '12.8'}, 'environmentScore': {'raw': 2.75, 'fmt': '2.8'}, 'socialScore': {'raw': 4.28, 'fmt': '4.3'}, 'governanceScore': {'raw': 5.73, 'fmt': '5.7'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 0.0, 'peerCount': 94, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Real Estate', 'peerEsgScorePerformance': {'min': 4.67, 'avg': 13.967127659574471, 'max': 29.55}, 'peerGovernancePerformance': {'min': 3.16, 'avg': 6.095164835164835, 'max': 14.37}, 'peerSocialPerformance': {'min': 0.82, 'avg': 4.183186813186812, 'max': 10.15}, 'peerEnvironmentPerformance': {'min': 0.05, 'avg': 3.6408791208791222, 'max': 8.28}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 0.574468085106383, 'max': 4.0}, 'percentile': {'raw': 5.78, 'fmt': '6'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': True, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
VRSN,Verisign,"{'maxAge': 86400, 'totalEsg': {'raw': 21.44, 'fmt': '21.4'}, 'environmentScore': {'raw': 4.74, 'fmt': '4.7'}, 'socialScore': {'raw': 10.77, 'fmt': '10.8'}, 'governanceScore': {'raw': 5.93, 'fmt': '5.9'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 76, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Software & Services', 'relatedControversy': ['Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 9.98, 'avg': 18.43026315789474, 'max': 49.81}, 'peerGovernancePerformance': {'min': 3.73, 'avg': 6.773243243243243, 'max': 34.36}, 'peerSocialPerformance': {'min': 4.98, 'avg': 9.715270270270274, 'max': 15.2}, 'peerEnvironmentPerformance': {'min': 0.01, 'avg': 1.9593243243243244, 'max': 5.45}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.1842105263157894, 'max': 5.0}, 'percentile': {'raw': 30.97, 'fmt': '31'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
VRSK,Verisk,"{'maxAge': 86400, 'totalEsg': {'raw': 19.3, 'fmt': '19.3'}, 'environmentScore': {'raw': 0.11, 'fmt': '0.1'}, 'socialScore': {'raw': 13.5, 'fmt': '13.5'}, 'governanceScore': {'raw': 5.7, 'fmt': '5.7'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 29, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Commercial Services', 'relatedControversy': ['Employee Incidents', 'Customer Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 7.15, 'avg': 16.29137931034483, 'max': 25.76}, 'peerGovernancePerformance': {'min': 2.91, 'avg': 5.066785714285714, 'max': 8.17}, 'peerSocialPerformance': {'min': 1.57, 'avg': 8.7475, 'max': 18.63}, 'peerEnvironmentPerformance': {'min': 0.01, 'avg': 2.409642857142857, 'max': 15.12}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.4137931034482758, 'max': 4.0}, 'percentile': {'raw': 23.54, 'fmt': '24'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
VZ,Verizon,"{'maxAge': 86400, 'totalEsg': {'raw': 18.48, 'fmt': '18.5'}, 'environmentScore': {'raw': 3.88, 'fmt': '3.9'}, 'socialScore': {'raw': 8.92, 'fmt': '8.9'}, 'governanceScore': {'raw': 5.69, 'fmt': '5.7'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 64, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Telecommunication Services', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 11.96, 'avg': 22.633437499999996, 'max': 42.07}, 'peerGovernancePerformance': {'min': 3.26, 'avg': 6.866271186440678, 'max': 8.62}, 'peerSocialPerformance': {'min': 4.64, 'avg': 10.711694915254238, 'max': 16.78}, 'peerEnvironmentPerformance': {'min': 1.57, 'avg': 4.346610169491526, 'max': 9.21}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.875, 'max': 5.0}, 'percentile': {'raw': 20.38, 'fmt': '20'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
VRTX,Vertex Pharmaceuticals,"{'maxAge': 86400, 'totalEsg': {'raw': 22.82, 'fmt': '22.8'}, 'environmentScore': {'raw': 0.75, 'fmt': '0.8'}, 'socialScore': {'raw': 15.4, 'fmt': '15.4'}, 'governanceScore': {'raw': 6.67, 'fmt': '6.7'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 52, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Pharmaceuticals', 'relatedControversy': ['Society & Community Incidents'], 'peerEsgScorePerformance': {'min': 10.9, 'avg': 26.197692307692304, 'max': 39.97}, 'peerGovernancePerformance': {'min': 4.91, 'avg': 8.857254901960786, 'max': 14.29}, 'peerSocialPerformance': {'min': 3.72, 'avg': 14.802549019607845, 'max': 21.38}, 'peerEnvironmentPerformance': {'min': 0.11, 'avg': 2.3019607843137257, 'max': 5.26}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.4230769230769231, 'max': 4.0}, 'percentile': {'raw': 36.05, 'fmt': '36'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': True, 'catholic': True, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
VFC,VF Corporation,"{'maxAge': 86400, 'totalEsg': {'raw': 12.89, 'fmt': '12.9'}, 'environmentScore': {'raw': 0.9, 'fmt': '0.9'}, 'socialScore': {'raw': 6.91, 'fmt': '6.9'}, 'governanceScore': {'raw': 5.07, 'fmt': '5.1'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 13, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Textiles & Apparel', 'relatedControversy': ['Environmental Supply Chain Incidents', 'Social Supply Chain Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 9.94, 'avg': 14.513846153846155, 'max': 21.83}, 'peerGovernancePerformance': {'min': 4.18, 'avg': 5.412499999999999, 'max': 8.26}, 'peerSocialPerformance': {'min': 4.56, 'avg': 7.134999999999999, 'max': 9.73}, 'peerEnvironmentPerformance': {'min': 0.64, 'avg': 1.3558333333333337, 'max': 4.0}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6923076923076923, 'max': 3.0}, 'percentile': {'raw': 6.03, 'fmt': '6'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
VTRS,Viatris,
VICI,Vici Properties,
V,Visa Inc.,"{'maxAge': 86400, 'totalEsg': {'raw': 16.07, 'fmt': '16.1'}, 'environmentScore': {'raw': 0.71, 'fmt': '0.7'}, 'socialScore': {'raw': 7.84, 'fmt': '7.8'}, 'governanceScore': {'raw': 7.52, 'fmt': '7.5'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 105, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Software & Services', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 9.71, 'avg': 17.753523809523806, 'max': 32.54}, 'peerGovernancePerformance': {'min': 3.83, 'avg': 6.586407766990292, 'max': 11.84}, 'peerSocialPerformance': {'min': 3.87, 'avg': 9.547378640776701, 'max': 21.01}, 'peerEnvironmentPerformance': {'min': 0.01, 'avg': 1.6194174757281556, 'max': 5.45}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.4857142857142858, 'max': 4.0}, 'percentile': {'raw': 12.91, 'fmt': '13'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
VMC,Vulcan Materials Company,"{'maxAge': 86400, 'totalEsg': {'raw': 29.02, 'fmt': '29.0'}, 'environmentScore': {'raw': 15.61, 'fmt': '15.6'}, 'socialScore': {'raw': 4.56, 'fmt': '4.6'}, 'governanceScore': {'raw': 8.85, 'fmt': '8.9'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 13, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Construction Materials', 'relatedControversy': ['Operations Incidents', 'Employee Incidents'], 'peerEsgScorePerformance': {'min': 24.01, 'avg': 30.788461538461533, 'max': 40.4}, 'peerGovernancePerformance': {'min': 6.37, 'avg': 8.353333333333332, 'max': 10.41}, 'peerSocialPerformance': {'min': 3.4, 'avg': 5.764166666666667, 'max': 9.11}, 'peerEnvironmentPerformance': {'min': 11.45, 'avg': 16.775000000000002, 'max': 22.3}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.8461538461538463, 'max': 3.0}, 'percentile': {'raw': 61.2, 'fmt': '61'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WAB,Wabtec,"{'maxAge': 86400, 'totalEsg': {'raw': 23.25, 'fmt': '23.3'}, 'environmentScore': {'raw': 4.52, 'fmt': '4.5'}, 'socialScore': {'raw': 11.69, 'fmt': '11.7'}, 'governanceScore': {'raw': 7.04, 'fmt': '7.0'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 44, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Machinery', 'relatedControversy': ['Employee Incidents', 'Business Ethics Incidents', 'Governance Incidents'], 'peerEsgScorePerformance': {'min': 16.04, 'avg': 25.797500000000003, 'max': 34.75}, 'peerGovernancePerformance': {'min': 3.64, 'avg': 7.261818181818183, 'max': 10.12}, 'peerSocialPerformance': {'min': 4.89, 'avg': 11.362727272727273, 'max': 15.88}, 'peerEnvironmentPerformance': {'min': 3.13, 'avg': 7.172954545454545, 'max': 11.25}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.3636363636363635, 'max': 3.0}, 'percentile': {'raw': 37.82, 'fmt': '38'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WBA,Walgreens Boots Alliance,"{'maxAge': 86400, 'totalEsg': {'raw': 18.29, 'fmt': '18.3'}, 'environmentScore': {'raw': 2.03, 'fmt': '2.0'}, 'socialScore': {'raw': 11.52, 'fmt': '11.5'}, 'governanceScore': {'raw': 4.73, 'fmt': '4.7'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 33, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Food Retailers', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 12.06, 'avg': 21.709999999999997, 'max': 32.26}, 'peerGovernancePerformance': {'min': 3.93, 'avg': 5.8796875, 'max': 7.84}, 'peerSocialPerformance': {'min': 4.7, 'avg': 9.555937499999997, 'max': 13.92}, 'peerEnvironmentPerformance': {'min': 2.03, 'avg': 6.075937499999999, 'max': 11.39}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.1818181818181817, 'max': 4.0}, 'percentile': {'raw': 19.73, 'fmt': '20'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
